timestamp,measuring_station,soil_moisture,soil_temperature,soil_salinity,soil_ph,battery_voltage,irrigated,reward
2023-01-01 00:00:00,SVDT3,9.0,23.8,0.0,6.9,12.8,20,-0.6
2023-01-01 06:00:00,SVDT3,9.0,23.1,0.0,6.9,12.6,0,-2.6
2023-01-01 12:00:00,SVDT3,10.0,24.9,0.0,7.1,13.6,15,-1.0
2023-01-01 18:00:00,SVDT3,10.0,25.0,0.0,7.0,13.0,5,-2.0
2023-01-13 00:00:00,SVDT3,29.7,25.2,16.9,6.2,12.7,0,-0.53
2023-01-13 06:00:00,SVDT3,29.6,24.7,17.2,6.3,12.5,0,-0.5399999999999998
2023-01-13 12:00:00,SVDT3,29.6,30.5,17.0,6.9,13.6,10,1.0
2023-01-13 18:00:00,SVDT3,29.0,27.2,17.4,6.6,12.9,15,-0.9
2023-01-14 00:00:00,SVDT3,28.9,25.6,17.9,6.3,12.7,25,-1.89
2023-01-14 06:00:00,SVDT3,28.7,25.0,17.8,6.0,12.5,25,-1.8700000000000003
2023-01-14 12:00:00,SVDT3,28.7,31.1,17.8,6.7,13.6,10,1.0
2023-01-14 18:00:00,SVDT3,28.0,27.5,18.3,6.5,12.9,25,-1.8
2023-01-15 00:00:00,SVDT3,27.9,25.9,18.7,5.7,12.7,25,-1.7899999999999998
2023-01-15 06:00:00,SVDT3,0.0,0.0,2442.3,24.4,12.5,15,-2.0
2023-01-15 12:00:00,SVDT3,0.0,0.0,4723.3,47.2,13.6,0,-3.5
2023-01-15 18:00:00,SVDT3,0.0,0.0,2753.9,27.5,12.9,10,-2.5
2023-01-16 00:00:00,SVDT3,0.0,0.0,2527.3,25.3,12.7,10,-2.5
2023-01-16 06:00:00,SVDT3,0.0,0.0,2494.8,25.0,12.5,0,-3.5
2023-01-16 12:00:00,SVDT3,27.0,28.7,19.5,5.2,13.6,25,-1.7
2023-01-16 18:00:00,SVDT3,26.6,27.1,19.4,5.1,12.9,10,1.0
2023-01-17 00:00:00,SVDT3,26.5,25.5,19.8,5.0,12.7,5,1.0
2023-01-17 06:00:00,SVDT3,22.0,27.2,18.4,4.2,12.5,0,-1.3
2023-01-17 12:00:00,SVDT3,26.5,29.4,20.0,5.1,13.6,15,-0.65
2023-01-17 18:00:00,SVDT3,25.9,26.9,19.8,5.5,12.9,0,-0.91
2023-01-18 00:00:00,SVDT3,25.8,25.5,20.0,5.3,12.7,15,-0.5799999999999997
2023-01-18 06:00:00,SVDT3,25.7,24.7,20.3,5.0,12.5,15,-0.5700000000000003
2023-01-18 12:00:00,SVDT3,29.9,29.7,14.8,5.2,13.6,20,-1.4899999999999998
2023-01-18 18:00:00,SVDT3,29.1,26.1,16.3,5.6,13.0,10,1.0
2023-01-19 00:00:00,SVDT3,28.9,24.7,17.1,6.1,12.7,0,-0.6100000000000001
2023-01-19 06:00:00,SVDT3,28.6,24.0,17.5,5.9,12.5,25,-1.86
2023-01-19 12:00:00,SVDT3,28.5,29.2,17.4,6.2,13.6,0,-0.65
2023-01-19 18:00:00,SVDT3,25.5,27.1,16.8,5.2,12.9,5,1.0
2023-01-20 00:00:00,SVDT3,27.6,25.0,18.6,5.6,12.7,10,1.0
2023-01-20 06:00:00,SVDT3,27.4,24.1,19.0,5.7,12.5,10,1.0
2023-01-20 12:00:00,SVDT3,27.4,28.2,19.1,5.7,13.6,25,-1.7399999999999998
2023-01-20 18:00:00,SVDT3,27.1,26.1,19.4,5.4,13.0,20,-1.2100000000000002
2023-01-21 00:00:00,SVDT3,26.9,25.1,19.8,5.2,12.7,10,1.0
2023-01-21 06:00:00,SVDT3,26.8,24.5,19.7,5.2,12.5,5,1.0
2023-01-21 12:00:00,SVDT3,27.0,30.7,20.2,5.5,13.6,20,-1.2
2023-01-21 18:00:00,SVDT3,26.4,27.4,20.3,5.3,12.9,15,-0.6399999999999999
2023-01-22 00:00:00,SVDT3,26.3,26.1,20.1,5.2,12.7,20,-1.1299999999999997
2023-01-22 06:00:00,SVDT3,26.2,25.3,20.0,5.3,12.5,5,1.0
2023-01-22 12:00:00,SVDT3,24.0,27.8,18.4,5.2,13.6,5,-0.6
2023-01-22 18:00:00,SVDT3,26.0,26.9,20.3,6.9,12.9,5,1.0
2023-01-23 00:00:00,SVDT3,26.5,25.7,20.0,6.8,12.7,15,-0.65
2023-01-23 06:00:00,SVDT3,26.5,25.5,20.0,6.9,12.5,15,-0.65
2023-01-23 12:00:00,SVDT3,26.6,27.9,20.4,6.6,13.6,25,-1.66
2023-01-23 18:00:00,SVDT3,24.0,28.1,18.8,6.3,12.9,0,-1.1
2023-01-24 00:00:00,SVDT3,26.0,25.9,20.2,6.6,12.7,15,-0.6
2023-01-24 06:00:00,SVDT3,25.9,25.5,20.2,6.8,12.5,0,-0.91
2023-01-24 12:00:00,SVDT3,26.0,29.1,20.0,6.8,13.6,25,-1.6
2023-01-24 18:00:00,SVDT3,25.7,27.7,20.2,7.0,12.9,5,1.0
2023-01-25 00:00:00,SVDT3,25.6,26.1,20.2,6.7,12.7,20,-1.06
2023-01-25 06:00:00,SVDT3,25.4,24.8,20.3,6.6,12.5,10,1.0
2023-01-25 12:00:00,SVDT3,25.5,26.1,20.1,6.7,13.6,10,1.0
2023-01-25 18:00:00,SVDT3,23.1,26.9,18.8,5.8,12.9,25,-1.31
2023-01-26 00:00:00,SVDT3,25.1,24.9,20.5,6.7,12.7,25,-1.5100000000000002
2023-01-26 06:00:00,SVDT3,25.0,24.0,20.4,6.4,12.5,15,1.0
2023-01-26 12:00:00,SVDT3,25.1,27.0,21.0,6.6,13.6,20,-1.0100000000000002
2023-01-26 18:00:00,SVDT3,22.6,26.7,19.0,6.5,13.0,0,-1.2399999999999998
2023-01-27 00:00:00,SVDT3,24.6,24.7,21.0,6.8,12.7,5,-0.5399999999999998
2023-01-27 06:00:00,SVDT3,24.4,24.2,21.0,6.5,12.5,25,-1.44
2023-01-27 12:00:00,SVDT3,24.7,28.6,20.7,6.7,13.6,0,-1.03
2023-01-27 18:00:00,SVDT3,24.3,27.0,20.7,6.9,12.9,10,1.0
2023-01-28 00:00:00,SVDT3,29.5,25.4,14.4,5.6,12.7,0,-0.55
2023-01-28 06:00:00,SVDT3,29.1,24.2,15.8,6.2,12.5,20,-1.41
2023-01-28 12:00:00,SVDT3,29.0,28.6,15.9,6.0,13.6,0,-0.6
2023-01-28 18:00:00,SVDT3,28.3,26.3,17.6,7.0,12.9,10,1.0
2023-01-29 00:00:00,SVDT3,28.1,24.8,18.3,6.9,12.7,10,1.0
2023-01-29 06:00:00,SVDT3,27.8,23.5,18.5,6.5,12.5,10,1.0
2023-01-29 12:00:00,SVDT3,27.5,25.7,18.8,7.3,13.6,20,-1.25
2023-01-29 18:00:00,SVDT3,27.1,25.1,19.0,7.0,13.0,25,-1.7100000000000002
2023-01-30 00:00:00,SVDT3,26.9,24.1,19.3,7.4,12.7,15,-0.6899999999999998
