,current_soil_moisture,temperature,rain,irrigation_amount,next_smoist_0,next_smoist_1,next_smoist_2,next_smoist_3,next_smoist_4,next_smoist_5
0,11.571459284336711,24.36350297118406,1,78.12960504712025,11.805848099478073,9.805848099478073,7.805848099478073,5.805848099478073,3.805848099478073,1.805848099478073
1,41.82052056318902,38.767857660247905,0,122.6929204034896,42.18859932439949,40.18859932439949,38.18859932439949,36.18859932439949,34.18859932439949,32.18859932439949
2,25.717799053816336,33.29984854528513,1,93.09291056872924,25.997077785522524,23.997077785522524,21.997077785522524,19.997077785522524,17.997077785522524,15.997077785522524
3,35.42853455823514,29.966462104925917,0,294.84964170688204,36.31308348335579,34.31308348335579,32.31308348335579,30.31308348335579,28.31308348335579,26.31308348335579
4,55.37832369630465,18.900466011060914,1,99.59312420303291,55.677103068913745,53.677103068913745,51.677103068913745,49.677103068913745,47.677103068913745,45.677103068913745
5,22.464611457443745,18.899863008405067,0,111.17423093547,22.798134150250156,20.798134150250156,18.798134150250156,16.798134150250156,14.798134150250156,12.798134150250156
6,30.519146151781488,16.452090304204987,1,73.70355567910089,30.74025681881879,28.74025681881879,26.74025681881879,24.74025681881879,22.74025681881879,20.74025681881879
7,47.77755692715243,36.654403644373375,1,54.591577016498896,47.94133165820193,45.94133165820193,43.94133165820193,41.94133165820193,39.94133165820193,37.94133165820193
8,21.43990827458112,30.02787529358022,0,241.1662967757389,22.16340716490834,20.16340716490834,18.16340716490834,16.16340716490834,14.163407164908339,12.163407164908339
9,13.848995491439648,32.70181444490114,0,293.730388794827,14.73018665782413,12.73018665782413,10.73018665782413,8.73018665782413,6.730186657824129,4.730186657824129
10,24.4875726456884,15.51461235739506,1,68.8030010175039,24.69398164874091,22.69398164874091,20.69398164874091,18.69398164874091,16.69398164874091,14.693981648740909
11,18.061064362700225,39.247746304049855,0,267.39277484747475,18.86324268724265,16.86324268724265,14.86324268724265,12.86324268724265,10.86324268724265,8.86324268724265
12,56.484882617128655,35.81106602001054,1,86.68687053108414,56.74494322872191,54.74494322872191,52.74494322872191,50.74494322872191,48.74494322872191,46.74494322872191
13,50.40601897822085,20.308477766956905,0,267.69615275279705,51.20910743647924,49.20910743647924,47.20910743647924,45.20910743647924,43.20910743647924,41.20910743647924
14,41.67018782552117,19.545624180177516,1,42.609147504694114,41.79801526803525,39.79801526803525,37.79801526803525,35.79801526803525,33.79801526803525,31.79801526803525
15,53.57302950938588,19.585112746335845,1,22.257641757103052,53.63980243465719,51.63980243465719,49.63980243465719,47.63980243465719,45.63980243465719,43.63980243465719
16,50.18360384495573,22.60605607398844,1,39.66516019542519,50.302599325542005,48.302599325542005,46.302599325542005,44.302599325542005,42.302599325542005,40.302599325542005
17,19.328502944301793,28.11891079080595,1,89.18969087767766,19.596072016934826,17.596072016934826,15.596072016934826,13.596072016934826,11.596072016934826,9.596072016934826
18,54.627949924498886,25.798625466052897,1,14.660482169202549,54.671931371006494,52.671931371006494,50.671931371006494,48.671931371006494,46.671931371006494,44.671931371006494
19,36.96711209578254,22.28072850495105,1,51.33261686923929,37.121109946390256,35.121109946390256,33.121109946390256,31.121109946390256,29.121109946390256,27.121109946390256
20,50.372007758203125,30.296322368059485,0,146.64561448490556,50.81194460165784,48.81194460165784,46.81194460165784,44.81194460165784,42.81194460165784,40.81194460165784
21,54.80456499617466,18.487346516301045,0,216.2610834453565,55.45334824651073,53.45334824651073,51.45334824651073,49.45334824651073,47.45334824651073,45.45334824651073
22,25.900173748593193,22.303616213380455,0,272.6277043978008,26.718056861786597,24.718056861786597,22.718056861786597,20.718056861786597,18.718056861786597,16.718056861786597
23,15.502596226383838,24.159046082342293,1,88.03599686384167,15.766704216975363,13.766704216975363,11.766704216975363,9.766704216975363,7.766704216975363,5.766704216975363
24,21.396758127097083,26.4017496054259,1,23.668519368207875,21.467763685201707,19.467763685201707,17.467763685201707,15.467763685201707,13.467763685201707,11.467763685201707
25,31.355389431312815,34.62939903482534,1,90.76937063485462,31.62769754321738,29.62769754321738,27.62769754321738,25.62769754321738,23.62769754321738,21.62769754321738
26,50.90073829612466,19.991844553958995,1,59.18887388212843,51.07830491777104,49.07830491777104,47.07830491777104,45.07830491777104,43.07830491777104,41.07830491777104
27,53.036529162817175,27.85586096034029,0,170.0436493400627,53.546660110837365,51.546660110837365,49.546660110837365,47.546660110837365,45.546660110837365,43.546660110837365
28,10.347606526559536,29.810364221551065,0,241.63623911663996,11.072515243909455,9.072515243909455,7.072515243909455,5.072515243909455,3.0725152439094554,1.0725152439094554
29,35.537365128878285,16.161260317999943,1,48.16669879641153,35.68186522526752,33.68186522526752,31.681865225267522,29.681865225267522,27.681865225267522,25.681865225267522
30,30.87055015743895,30.18862129753596,0,175.5975180244509,31.3973427115123,29.3973427115123,27.3973427115123,25.3973427115123,23.3973427115123,21.3973427115123
31,21.105390523536514,19.263103092182288,0,241.016872859332,21.82844114211451,19.82844114211451,17.82844114211451,15.82844114211451,13.82844114211451,11.82844114211451
32,15.99326836668414,16.62628982463199,1,24.872415443028796,16.067885613013225,14.067885613013225,12.067885613013225,10.067885613013225,8.067885613013225,6.067885613013225
33,26.8807585701814,38.722138431333335,0,166.0505058038197,27.378910087592857,25.378910087592857,23.378910087592857,21.378910087592857,19.378910087592857,17.378910087592857
34,57.14548519562596,39.14080082686398,1,43.445184448827135,57.27582074897244,55.27582074897244,53.27582074897244,51.27582074897244,49.27582074897244,47.27582074897244
35,26.160146601037763,35.20993370291153,0,150.73643477462775,26.612355905361646,24.612355905361646,22.612355905361646,20.612355905361646,18.612355905361646,16.612355905361646
36,35.939531087168305,22.61534422933427,1,40.520208678141714,36.06109171320273,34.06109171320273,32.06109171320273,30.061091713202728,28.061091713202728,26.061091713202728
