id,temperature,humidity,rain,salinity,ph,soil_moisture
20250502000000,28.025999069213867,83.0,0.0,1.1,6.6,38.8
20250502000100,28.025999069213867,83.0,0.0,0.8,7.0,28.7
20250502000200,28.025999069213867,83.0,0.0,1.6,7.3,16.7
20250502000300,28.025999069213867,83.0,0.0,0.5,7.4,28.4
20250502000400,28.025999069213867,83.0,0.0,0.8,6.0,35.0
20250502000500,28.025999069213867,83.0,0.0,1.3,7.0,15.9
20250502000600,28.025999069213867,83.0,0.0,1.6,7.3,38.6
20250502000700,28.025999069213867,83.0,0.0,1.6,6.5,16.6
20250502000800,28.025999069213867,83.0,0.0,1.4,7.0,29.1
20250502000900,28.025999069213867,83.0,0.0,1.0,7.0,39.6
20250502001000,28.025999069213867,83.0,0.0,1.5,6.1,27.0
20250502001100,28.025999069213867,83.0,0.0,1.8,6.7,36.7
20250502001200,28.025999069213867,83.0,0.0,1.9,6.0,36.1
20250502001300,28.025999069213867,83.0,0.0,1.5,6.3,26.5
20250502001400,28.025999069213867,83.0,0.0,1.5,6.7,21.3
20250502001500,28.025999069213867,83.0,0.0,1.0,7.5,38.0
20250502001600,28.025999069213867,83.0,0.0,2.0,6.5,18.7
20250502001700,28.025999069213867,83.0,0.0,1.6,7.1,32.0
20250502001800,28.025999069213867,83.0,0.0,1.9,7.1,18.6
20250502001900,28.025999069213867,83.0,0.0,1.6,6.6,32.4
20250502002000,28.025999069213867,83.0,0.0,0.4,7.5,24.6
20250502002100,28.025999069213867,83.0,0.0,1.2,6.9,24.7
20250502002200,28.025999069213867,83.0,0.0,1.7,6.3,15.7
20250502002300,28.025999069213867,83.0,0.0,1.1,6.5,27.9
20250502002400,28.025999069213867,83.0,0.0,1.9,6.5,26.0
20250502002500,28.025999069213867,83.0,0.0,1.1,6.9,19.8
20250502002600,28.025999069213867,83.0,0.0,0.7,6.2,17.7
20250502002700,28.025999069213867,83.0,0.0,0.9,6.1,20.6
20250502002800,28.025999069213867,83.0,0.0,0.1,6.3,26.3
20250502002900,28.025999069213867,83.0,0.0,0.5,7.0,20.1
20250502003000,28.025999069213867,83.0,0.0,0.5,7.1,37.6
20250502003100,28.025999069213867,83.0,0.0,1.9,7.4,22.5
20250502003200,28.025999069213867,83.0,0.0,1.4,6.5,23.4
20250502003300,28.025999069213867,83.0,0.0,0.1,6.9,28.7
20250502003400,28.025999069213867,83.0,0.0,1.8,6.2,27.1
20250502003500,28.025999069213867,83.0,0.0,0.1,7.3,29.7
